mapname,F4Carto_n_iter,5FCarto_n_defeated,flow_based_n_defeated,F4Carto_min_relative_area_error_reached,5FCarto_max_relative_area_error_at_n,flow_based_max_relative_area_error_at_n,F4Carto_time,5FCarto_time_at_n,flow_based_time_at_n,5FCarto_final_error,flow_based_final_error,5FCarto_total_time,flow_based_total_time
england_population_by_region_2022,3,0,0,0.547634,0.2923945026509495,0.292209607012323,0.3812,0.085,0.375,2.862749259868735e-9,1.454392162258955e-14,247.83899999999994,209.56699999999998
france_population_by_metropolitan_region_2008,3,0,0,0.478437,0.2761697558680587,0.2757116141979745,0.30410000000000004,0.152,0.129,3.7055854273937434e-8,2.220446049250313e-15,227.51799999999997,340.5780000000001
germany_population_by_state_2011,7,2,2,0.431163,0.2796275854007759,0.2885475144529528,0.5748,0.201,0.27799999999999997,1.2421608186485858e-10,2.220446049250313e-15,226.04599999999996,191.258
indonesia_population_by_province_2024,7,3,3,0.97834,0.537949054177786,0.5393225402408264,0.5109,0.219,0.164,1.3766765505351941e-14,9.436895709313832e-15,68.259,33.367000000000004
japan_population_by_prefecture_2020,4,3,3,0.305837,0.2298219577238101,0.2289795176513021,0.34730000000000005,0.34800000000000003,0.325,2.403175436427318e-9,9.547918011776346e-15,233.633,49.741
malaysia_population_by_state_2020,7,2,2,0.543689,0.259691226398694,0.2652075183857723,0.1942,0.236,0.106,6.7236073560073e-5,2.442490654175344e-15,91.37800000000001,46.187000000000005
metropolitan_france_population_by_departement_2022,4,3,3,0.26005,0.1261253315497737,0.1246870458921756,1.1002,0.46599999999999997,0.4,8.708922472067115e-12,5.218048215738236e-15,218.70999999999998,122.38200000000002
NUTS_population_by_country_2021,10,4,4,0.417461,0.1980621134552789,0.1979849447499686,1.1555000000000002,0.641,0.207,1.737741806007165e-8,1.255662240851052e-12,132.42400000000004,7.768000000000001
NUTS_population_by_region_2020,10,2,2,16.5015,12.56334291210847,15.67259830754198,2.0586,0.28900000000000003,0.243,3.281153126977188e-12,9.14823772291129e-14,102.40600000000002,113.74100000000004
russia_population_by_federal_subject_2010,10,5,5,3.30001,3.128851387614052,3.125635936953979,2.5435,0.7359999999999999,0.662,3.3823388534415244e-8,2.8643754035329045e-14,188.33899999999997,114.36500000000001
simplified_belgium_population_by_region_2022,3,1,2,0.222895,0.01316061374479693,0.09045687033381,0.0588,0.524,0.302,8.881784197001252e-16,5.551115123125784e-16,471.63100000000014,833.9460000000004
singapore_population_by_planning_area_2015,10,4,5,29.7191,17.44764271903163,24.01798842412905,2.1097000000000006,0.511,0.422,8.065736967211024e-11,22.55909575854246,165.74000000000007,5646.058
switzerland_gdp_in_billion_chf_by_canton_2019,5,2,2,0.339314,0.199853204061839,0.1983398546190103,0.6243,0.305,0.227,6.122768958505276e-11,1.13242748511766e-14,168.21799999999993,114.23399999999998
switzerland_population_by_canton_2016,6,2,2,0.403295,0.1922005649944118,0.1928716285800365,0.7555,0.22699999999999998,0.144,1.43345992853483e-8,4.440892098500626e-15,204.37500000000003,116.52100000000004
tunisia_population_by_governate_2014,4,2,2,0.383624,0.2729724220682133,0.2798290037471352,0.3274,0.19,0.12000000000000001,1.404654170755748e-12,1.665334536937735e-15,130.25000000000003,70.122
usa_population_by_county_2021,10,5,17,6.91642,5.960531582426265,6.590144660878024,10.8397,2.2359999999999998,54.227000000000004,2.3953053962444e-4,0.4229570640602185,253.1939999999999,425.09799999999984
usa_population_by_state_2020,10,2,2,1.37119,0.8502057205154019,0.8756652286718167,1.3568,0.35100000000000003,0.34600000000000003,2.878297411523789e-7,1.820765760385257e-14,199.43799999999996,74.27900000000002
vietnam_population_by_province_2019,3,2,2,0.279383,0.2231941674176645,0.2270706530345432,0.3382,0.176,0.136,1.408495653443254e-8,4.662936703425657e-15,93.098,54.33199999999997
world_population_by_country_2010,10,2,2,32.7755,25.97510627236337,25.40104911960226,3.0237,0.729,0.672,2.1702330403217e-4,1.161293283757914e-13,151.95000000000002,49.94399999999999
