mapname,F4Carto_n_iter,5FCarto_n_defeated,flow_based_n_defeated,F4Carto_min_relative_area_error_reached,5FCarto_max_relative_area_error_at_n,flow_based_max_relative_area_error_at_n,F4Carto_time,5FCarto_time_at_n,flow_based_time_at_n,5FCarto_final_error,flow_based_final_error,5FCarto_total_time,flow_based_total_time
france_population_by_metropolitan_region_2008,3,0,0,0.478437,0.2836167581245115,0.2831553245252283,0.30410000000000004,0.167,0.164,0.00586277379742528,0.00589021582986504,0.28900000000000003,0.254
germany_population_by_state_2011,7,2,2,0.431163,0.2820298322779234,0.2916722498815529,0.5748,0.21,0.184,0.00543486694582728,0.00502920583978916,0.30700000000000005,0.225
indonesia_population_by_province_2024,7,3,3,0.97834,0.5205563662982207,0.5231963505742518,0.5109,0.18300000000000002,0.154,0.00960414630985528,0.00347718931616625,0.322,0.20800000000000002
japan_population_by_prefecture_2020,4,3,3,0.305837,0.2284796566261327,0.2276867669724216,0.34730000000000005,0.26899999999999996,0.21100000000000002,0.00767648289604516,0.00532496459557496,0.4839999999999999,0.3520000000000001
malaysia_population_by_state_2020,7,2,2,0.543689,0.2576998617490904,0.2623116027373682,0.1942,0.138,0.098,0.00747586261553956,0.00689748230394959,0.213,0.136
metropolitan_france_population_by_departement_2022,4,3,3,0.26005,0.1215188436597392,0.1249907224451956,1.1002,0.33399999999999996,0.33399999999999996,0.00660378532141425,0.00662330913409481,0.4649999999999999,0.4689999999999999
NUTS_population_by_country_2021,10,4,4,0.417461,0.2136011184600528,0.2130949136693756,1.1555000000000002,0.497,0.153,0.00866195317398454,0.00987548624688161,1.3810000000000002,0.3830000000000001
NUTS_population_by_region_2020,10,2,2,16.5015,12.71852704615732,15.34989299085706,2.0586,0.22899999999999998,0.16899999999999998,0.0065093846975377,0.00885295119496243,4.088000000000001,2.321
russia_population_by_federal_subject_2010,10,5,5,3.30001,3.073567906247157,3.109827663818336,2.5435,0.6560000000000001,0.5910000000000001,0.00847661904476648,0.00902652217789468,1.293,0.9420000000000004
simplified_belgium_population_by_region_2022,3,1,2,0.222895,0.01200067690489615,0.09016226524360949,0.0588,0.069,0.096,0.00491019493759492,0.00605490434497291,0.10300000000000002,0.11299999999999999
singapore_population_by_planning_area_2015,10,3,5,29.7191,27.50029693373345,21.48300754020712,2.1097000000000006,0.404,0.396,0.00963210124267366,61.79588938144317,1.8720000000000003,639.6000000000001
switzerland_gdp_in_billion_chf_by_canton_2019,5,2,2,0.339314,0.2359189669909108,0.2363457478198472,0.6243,0.29500000000000004,0.239,0.00393682173872766,0.00437848940488894,0.42500000000000016,0.29200000000000004
switzerland_population_by_canton_2016,6,2,2,0.403295,0.2090098891327099,0.2093941055498822,0.7555,0.196,0.136,0.00563153382205627,0.00560301353081205,0.32200000000000006,0.18800000000000006
tunisia_population_by_governate_2014,4,2,2,0.383624,0.2034072929409814,0.2156431774663075,0.3274,0.17500000000000002,0.127,0.00286643241653905,0.00961528191264715,0.3320000000000001,0.17000000000000004
usa_population_by_county_2021,10,5,11,6.91642,6.625978099459699,5.54270485704321,10.8397,1.652,10.357,0.00855287007806881,0.0251897501300018,36.37200000000001,154.93599999999998
usa_population_by_state_2020,10,2,2,1.37119,0.8223634847259107,0.8298482821769102,1.3568,0.33,0.285,0.00746039268569886,0.00745607784981428,0.509,0.40900000000000003
vietnam_population_by_province_2019,3,2,2,0.279383,0.1998942443863154,0.1995133374629332,0.3382,0.139,0.105,0.00834304484654802,0.00889835784997195,0.277,0.19799999999999998
world_population_by_country_2010,10,2,2,32.7755,27.28067704589024,27.61764245879046,3.0237,0.6970000000000001,0.6789999999999999,0.00959523572297216,0.00911229109449496,3.6330000000000005,2.0199999999999996
